component,max,mean,p50,p75,p90,p95,policy,resolved_risk_family,row_count
projected_energy_proxy,0.23666666174928352,0.16811965460069161,0.23666666174928352,0.23666666174928352,0.23666666174928352,0.23666666174928352,canopy_dew_first_v1,canopy_dew_lt1,39
prior_confidence_bonus,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,canopy_dew_first_v1,canopy_dew_lt1,39
risk_static_hold_penalty,0.0,0.0,0.0,0.0,0.0,0.0,canopy_dew_first_v1,canopy_dew_lt1,39
rewrite_penalty,0.0,0.0,0.0,0.0,0.0,0.0,canopy_dew_first_v1,canopy_dew_lt1,39
uncertainty_penalty,0.0,0.0,0.0,0.0,0.0,0.0,canopy_dew_first_v1,canopy_dew_lt1,39
final_score,0.10708333255102254,0.09122970032754808,0.10333333277661616,0.10520833255102247,0.10708333255102254,0.10708333255102254,canopy_dew_first_v1,canopy_dew_lt1,39
base_final_score,0.05445833210398765,0.03603545518686557,0.04245833349187189,0.04508333322365099,0.048045832709353274,0.05445833210398765,canopy_dew_first_v1,dew_or_humidity,40
raw_smoothness,0.04416666666666669,-0.000884171940216702,-0.004999998058234922,0.011666666666666714,0.01583333278695742,0.016088479161262496,canopy_dew_first_v1,dew_or_humidity,40
raw_low_reversal,0.0,0.0,0.0,0.0,0.0,0.0,canopy_dew_first_v1,dew_or_humidity,40
raw_energy_proxy,0.23666666174928352,0.18216666279981536,0.23666666174928352,0.23666666174928352,0.23666666174928352,0.23666666174928352,canopy_dew_first_v1,dew_or_humidity,40
projected_smoothness,0.04416666666666669,-0.000884171940216702,-0.004999998058234922,0.011666666666666714,0.01583333278695742,0.016088479161262496,canopy_dew_first_v1,dew_or_humidity,40
projected_low_reversal,0.0,0.0,0.0,0.0,0.0,0.0,canopy_dew_first_v1,dew_or_humidity,40
projected_energy_proxy,0.23666666174928352,0.18216666279981536,0.23666666174928352,0.23666666174928352,0.23666666174928352,0.23666666174928352,canopy_dew_first_v1,dew_or_humidity,40
prior_confidence_bonus,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,canopy_dew_first_v1,dew_or_humidity,40
risk_static_hold_penalty,0.0,0.0,0.0,0.0,0.0,0.0,canopy_dew_first_v1,dew_or_humidity,40
rewrite_penalty,0.0,0.0,0.0,0.0,0.0,0.0,canopy_dew_first_v1,dew_or_humidity,40
uncertainty_penalty,0.0,0.0,0.0,0.0,0.0,0.0,canopy_dew_first_v1,dew_or_humidity,40
final_score,0.1104583321039877,0.09203545518686562,0.09845833349187194,0.10108333322365104,0.10404583270935332,0.1104583321039877,canopy_dew_first_v1,dew_or_humidity,40
base_final_score,0.007875000100582952,0.003937500100582969,0.002625000100582975,0.003937500100582969,0.007875000100582952,0.007875000100582952,canopy_dew_first_v1,dry_or_high_vpd,8
raw_smoothness,0.017500000223517387,0.008750000223517435,0.005833333556850784,0.008750000223517435,0.017500000223517387,0.017500000223517387,canopy_dew_first_v1,dry_or_high_vpd,8
raw_low_reversal,0.0,0.0,0.0,0.0,0.0,0.0,canopy_dew_first_v1,dry_or_high_vpd,8
raw_energy_proxy,0.0,0.0,0.0,0.0,0.0,0.0,canopy_dew_first_v1,dry_or_high_vpd,8
projected_smoothness,0.017500000223517387,0.008750000223517435,0.005833333556850784,0.008750000223517435,0.017500000223517387,0.017500000223517387,canopy_dew_first_v1,dry_or_high_vpd,8
projected_low_reversal,0.0,0.0,0.0,0.0,0.0,0.0,canopy_dew_first_v1,dry_or_high_vpd,8
projected_energy_proxy,0.0,0.0,0.0,0.0,0.0,0.0,canopy_dew_first_v1,dry_or_high_vpd,8
prior_confidence_bonus,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,canopy_dew_first_v1,dry_or_high_vpd,8
risk_static_hold_penalty,0.0,0.0,0.0,0.0,0.0,0.0,canopy_dew_first_v1,dry_or_high_vpd,8
rewrite_penalty,0.0,0.0,0.0,0.0,0.0,0.0,canopy_dew_first_v1,dry_or_high_vpd,8
uncertainty_penalty,0.0,0.0,0.0,0.0,0.0,0.0,canopy_dew_first_v1,dry_or_high_vpd,8
final_score,0.063875000100583,0.05993750010058302,0.058625000100583025,0.05993750010058302,0.063875000100583,0.063875000100583,canopy_dew_first_v1,dry_or_high_vpd,8
base_final_score,0.0003749997317792353,0.0003749997317792353,0.0003749997317792353,0.0003749997317792353,0.0003749997317792353,0.0003749997317792353,canopy_dew_first_v1,dry_vent,21
raw_smoothness,0.0008333327372869181,0.0008333327372869181,0.0008333327372869181,0.0008333327372869181,0.0008333327372869181,0.0008333327372869181,canopy_dew_first_v1,dry_vent,21
raw_low_reversal,0.0,0.0,0.0,0.0,0.0,0.0,canopy_dew_first_v1,dry_vent,21
raw_energy_proxy,0.0,0.0,0.0,0.0,0.0,0.0,canopy_dew_first_v1,dry_vent,21
projected_smoothness,0.0008333327372869181,0.0008333327372869181,0.0008333327372869181,0.0008333327372869181,0.0008333327372869181,0.0008333327372869181,canopy_dew_first_v1,dry_vent,21
projected_low_reversal,0.0,0.0,0.0,0.0,0.0,0.0,canopy_dew_first_v1,dry_vent,21
projected_energy_proxy,0.0,0.0,0.0,0.0,0.0,0.0,canopy_dew_first_v1,dry_vent,21
prior_confidence_bonus,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,canopy_dew_first_v1,dry_vent,21
risk_static_hold_penalty,0.0,0.0,0.0,0.0,0.0,0.0,canopy_dew_first_v1,dry_vent,21
rewrite_penalty,0.0,0.0,0.0,0.0,0.0,0.0,canopy_dew_first_v1,dry_vent,21
uncertainty_penalty,0.0,0.0,0.0,0.0,0.0,0.0,canopy_dew_first_v1,dry_vent,21
final_score,0.056374999731779285,0.056374999731779285,0.056374999731779285,0.056374999731779285,0.056374999731779285,0.056374999731779285,canopy_dew_first_v1,dry_vent,21
base_final_score,0.05108333255102249,0.016590277457402863,0.0003749997317792353,0.049208332551022416,0.049208332551022416,0.049489582551022426,dew_before_canopy_lt1_v1,canopy_dew_lt0,18
raw_smoothness,0.008333333780368268,0.0018055555721124149,0.0008333327372869181,0.0041666671137015054,0.0041666671137015054,0.004791667113701514,dew_before_canopy_lt1_v1,canopy_dew_lt0,18
raw_low_reversal,0.0,0.0,0.0,0.0,0.0,0.0,dew_before_canopy_lt1_v1,canopy_dew_lt0,18
raw_energy_proxy,0.23666666174928352,0.07888888724976117,0.0,0.23666666174928352,0.23666666174928352,0.23666666174928352,dew_before_canopy_lt1_v1,canopy_dew_lt0,18
projected_smoothness,0.008333333780368268,0.0018055555721124149,0.0008333327372869181,0.0041666671137015054,0.0041666671137015054,0.004791667113701514,dew_before_canopy_lt1_v1,canopy_dew_lt0,18
projected_low_reversal,0.0,0.0,0.0,0.0,0.0,0.0,dew_before_canopy_lt1_v1,canopy_dew_lt0,18
projected_energy_proxy,0.23666666174928352,0.07888888724976117,0.0,0.23666666174928352,0.23666666174928352,0.23666666174928352,dew_before_canopy_lt1_v1,canopy_dew_lt0,18
prior_confidence_bonus,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,dew_before_canopy_lt1_v1,canopy_dew_lt0,18
risk_static_hold_penalty,0.0,0.0,0.0,0.0,0.0,0.0,dew_before_canopy_lt1_v1,canopy_dew_lt0,18
rewrite_penalty,0.0,0.0,0.0,0.0,0.0,0.0,dew_before_canopy_lt1_v1,canopy_dew_lt0,18
uncertainty_penalty,0.0,0.0,0.0,0.0,0.0,0.0,dew_before_canopy_lt1_v1,canopy_dew_lt0,18
final_score,0.10708333255102254,0.07259027745740292,0.056374999731779285,0.10520833255102247,0.10520833255102247,0.10548958255102248,dew_before_canopy_lt1_v1,canopy_dew_lt0,18
base_final_score,0.05445833210398765,0.03563767747150628,0.04508333322365099,0.04733333277661611,0.05108333255102249,0.05142083250631898,dew_before_canopy_lt1_v1,dew_or_humidity,79
raw_smoothness,0.04416666666666669,0.0013139215742637848,9.483543950139506e-10,0.008333333780368268,0.011666666666666714,0.01583333278695742,dew_before_canopy_lt1_v1,dew_or_humidity,79
raw_low_reversal,0.0,0.0,0.0,0.0,0.0,0.0,dew_before_canopy_lt1_v1,dew_or_humidity,79
raw_energy_proxy,0.23666666174928352,0.17523206381543782,0.23666666174928352,0.23666666174928352,0.23666666174928352,0.23666666174928352,dew_before_canopy_lt1_v1,dew_or_humidity,79
projected_smoothness,0.04416666666666669,0.0013139215742637848,9.483543950139506e-10,0.008333333780368268,0.011666666666666714,0.01583333278695742,dew_before_canopy_lt1_v1,dew_or_humidity,79
projected_low_reversal,0.0,0.0,0.0,0.0,0.0,0.0,dew_before_canopy_lt1_v1,dew_or_humidity,79
projected_energy_proxy,0.23666666174928352,0.17523206381543782,0.23666666174928352,0.23666666174928352,0.23666666174928352,0.23666666174928352,dew_before_canopy_lt1_v1,dew_or_humidity,79
prior_confidence_bonus,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,dew_before_canopy_lt1_v1,dew_or_humidity,79
risk_static_hold_penalty,0.0,0.0,0.0,0.0,0.0,0.0,dew_before_canopy_lt1_v1,dew_or_humidity,79
rewrite_penalty,0.0,0.0,0.0,0.0,0.0,0.0,dew_before_canopy_lt1_v1,dew_or_humidity,79
uncertainty_penalty,0.0,0.0,0.0,0.0,0.0,0.0,dew_before_canopy_lt1_v1,dew_or_humidity,79
final_score,0.1104583321039877,0.09163767747150633,0.10108333322365104,0.10333333277661616,0.10708333255102254,0.10742083250631904,dew_before_canopy_lt1_v1,dew_or_humidity,79
base_final_score,0.007875000100582952,0.003937500100582969,0.002625000100582975,0.003937500100582969,0.007875000100582952,0.007875000100582952,dew_before_canopy_lt1_v1,dry_or_high_vpd,8
raw_smoothness,0.017500000223517387,0.008750000223517435,0.005833333556850784,0.008750000223517435,0.017500000223517387,0.017500000223517387,dew_before_canopy_lt1_v1,dry_or_high_vpd,8
raw_low_reversal,0.0,0.0,0.0,0.0,0.0,0.0,dew_before_canopy_lt1_v1,dry_or_high_vpd,8
raw_energy_proxy,0.0,0.0,0.0,0.0,0.0,0.0,dew_before_canopy_lt1_v1,dry_or_high_vpd,8
projected_smoothness,0.017500000223517387,0.008750000223517435,0.005833333556850784,0.008750000223517435,0.017500000223517387,0.017500000223517387,dew_before_canopy_lt1_v1,dry_or_high_vpd,8
projected_low_reversal,0.0,0.0,0.0,0.0,0.0,0.0,dew_before_canopy_lt1_v1,dry_or_high_vpd,8
projected_energy_proxy,0.0,0.0,0.0,0.0,0.0,0.0,dew_before_canopy_lt1_v1,dry_or_high_vpd,8
prior_confidence_bonus,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,dew_before_canopy_lt1_v1,dry_or_high_vpd,8
risk_static_hold_penalty,0.0,0.0,0.0,0.0,0.0,0.0,dew_before_canopy_lt1_v1,dry_or_high_vpd,8
rewrite_penalty,0.0,0.0,0.0,0.0,0.0,0.0,dew_before_canopy_lt1_v1,dry_or_high_vpd,8
uncertainty_penalty,0.0,0.0,0.0,0.0,0.0,0.0,dew_before_canopy_lt1_v1,dry_or_high_vpd,8
final_score,0.063875000100583,0.05993750010058302,0.058625000100583025,0.05993750010058302,0.063875000100583,0.063875000100583,dew_before_canopy_lt1_v1,dry_or_high_vpd,8
base_final_score,0.0003749997317792353,0.0003749997317792353,0.0003749997317792353,0.0003749997317792353,0.0003749997317792353,0.0003749997317792353,dew_before_canopy_lt1_v1,dry_vent,21
raw_smoothness,0.0008333327372869181,0.0008333327372869181,0.0008333327372869181,0.0008333327372869181,0.0008333327372869181,0.0008333327372869181,dew_before_canopy_lt1_v1,dry_vent,21
raw_low_reversal,0.0,0.0,0.0,0.0,0.0,0.0,dew_before_canopy_lt1_v1,dry_vent,21
raw_energy_proxy,0.0,0.0,0.0,0.0,0.0,0.0,dew_before_canopy_lt1_v1,dry_vent,21
projected_smoothness,0.0008333327372869181,0.0008333327372869181,0.0008333327372869181,0.0008333327372869181,0.0008333327372869181,0.0008333327372869181,dew_before_canopy_lt1_v1,dry_vent,21
projected_low_reversal,0.0,0.0,0.0,0.0,0.0,0.0,dew_before_canopy_lt1_v1,dry_vent,21
projected_energy_proxy,0.0,0.0,0.0,0.0,0.0,0.0,dew_before_canopy_lt1_v1,dry_vent,21
prior_confidence_bonus,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,dew_before_canopy_lt1_v1,dry_vent,21
risk_static_hold_penalty,0.0,0.0,0.0,0.0,0.0,0.0,dew_before_canopy_lt1_v1,dry_vent,21
rewrite_penalty,0.0,0.0,0.0,0.0,0.0,0.0,dew_before_canopy_lt1_v1,dry_vent,21
uncertainty_penalty,0.0,0.0,0.0,0.0,0.0,0.0,dew_before_canopy_lt1_v1,dry_vent,21
final_score,0.056374999731779285,0.056374999731779285,0.056374999731779285,0.056374999731779285,0.056374999731779285,0.056374999731779285,dew_before_canopy_lt1_v1,dry_vent,21
base_final_score,0.05108333255102249,0.016590277457402863,0.0003749997317792353,0.049208332551022416,0.049208332551022416,0.049489582551022426,dry_vent_strong_only_v1,canopy_dew_lt0,18
raw_smoothness,0.008333333780368268,0.0018055555721124149,0.0008333327372869181,0.0041666671137015054,0.0041666671137015054,0.004791667113701514,dry_vent_strong_only_v1,canopy_dew_lt0,18
raw_low_reversal,0.0,0.0,0.0,0.0,0.0,0.0,dry_vent_strong_only_v1,canopy_dew_lt0,18
raw_energy_proxy,0.23666666174928352,0.07888888724976117,0.0,0.23666666174928352,0.23666666174928352,0.23666666174928352,dry_vent_strong_only_v1,canopy_dew_lt0,18
projected_smoothness,0.008333333780368268,0.0018055555721124149,0.0008333327372869181,0.0041666671137015054,0.0041666671137015054,0.004791667113701514,dry_vent_strong_only_v1,canopy_dew_lt0,18
projected_low_reversal,0.0,0.0,0.0,0.0,0.0,0.0,dry_vent_strong_only_v1,canopy_dew_lt0,18
projected_energy_proxy,0.23666666174928352,0.07888888724976117,0.0,0.23666666174928352,0.23666666174928352,0.23666666174928352,dry_vent_strong_only_v1,canopy_dew_lt0,18
prior_confidence_bonus,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,dry_vent_strong_only_v1,canopy_dew_lt0,18
risk_static_hold_penalty,0.0,0.0,0.0,0.0,0.0,0.0,dry_vent_strong_only_v1,canopy_dew_lt0,18
rewrite_penalty,0.0,0.0,0.0,0.0,0.0,0.0,dry_vent_strong_only_v1,canopy_dew_lt0,18
uncertainty_penalty,0.0,0.0,0.0,0.0,0.0,0.0,dry_vent_strong_only_v1,canopy_dew_lt0,18
final_score,0.10708333255102254,0.07259027745740292,0.056374999731779285,0.10520833255102247,0.10520833255102247,0.10548958255102248,dry_vent_strong_only_v1,canopy_dew_lt0,18
base_final_score,0.05108333255102249,0.039213094681350175,0.04733333277661611,0.049208332551022416,0.05108333255102249,0.05108333255102249,dry_vent_strong_only_v1,canopy_dew_lt1,35
raw_smoothness,0.011666666666666714,0.0038809528864674116,0.0041666671137015054,0.005833333556850784,0.008333333780368268,0.011666666666666714,dry_vent_strong_only_v1,canopy_dew_lt1,35
raw_low_reversal,0.0,0.0,0.0,0.0,0.0,0.0,dry_vent_strong_only_v1,canopy_dew_lt1,35
raw_energy_proxy,0.23666666174928352,0.18733332941219924,0.23666666174928352,0.23666666174928352,0.23666666174928352,0.23666666174928352,dry_vent_strong_only_v1,canopy_dew_lt1,35
projected_smoothness,0.011666666666666714,0.0038809528864674116,0.0041666671137015054,0.005833333556850784,0.008333333780368268,0.011666666666666714,dry_vent_strong_only_v1,canopy_dew_lt1,35
projected_low_reversal,0.0,0.0,0.0,0.0,0.0,0.0,dry_vent_strong_only_v1,canopy_dew_lt1,35
projected_energy_proxy,0.23666666174928352,0.18733332941219924,0.23666666174928352,0.23666666174928352,0.23666666174928352,0.23666666174928352,dry_vent_strong_only_v1,canopy_dew_lt1,35
prior_confidence_bonus,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,dry_vent_strong_only_v1,canopy_dew_lt1,35
risk_static_hold_penalty,0.0,0.0,0.0,0.0,0.0,0.0,dry_vent_strong_only_v1,canopy_dew_lt1,35
rewrite_penalty,0.0,0.0,0.0,0.0,0.0,0.0,dry_vent_strong_only_v1,canopy_dew_lt1,35
uncertainty_penalty,0.0,0.0,0.0,0.0,0.0,0.0,dry_vent_strong_only_v1,canopy_dew_lt1,35
final_score,0.10708333255102254,0.09521309468135022,0.10333333277661616,0.10520833255102247,0.10708333255102254,0.10708333255102254,dry_vent_strong_only_v1,canopy_dew_lt1,35
base_final_score,0.05445833210398765,0.03603545518686557,0.04245833349187189,0.04508333322365099,0.048045832709353274,0.05445833210398765,dry_vent_strong_only_v1,dew_or_humidity,40
raw_smoothness,0.04416666666666669,-0.000884171940216702,-0.004999998058234922,0.011666666666666714,0.01583333278695742,0.016088479161262496,dry_vent_strong_only_v1,dew_or_humidity,40
raw_low_reversal,0.0,0.0,0.0,0.0,0.0,0.0,dry_vent_strong_only_v1,dew_or_humidity,40
raw_energy_proxy,0.23666666174928352,0.18216666279981536,0.23666666174928352,0.23666666174928352,0.23666666174928352,0.23666666174928352,dry_vent_strong_only_v1,dew_or_humidity,40
projected_smoothness,0.04416666666666669,-0.000884171940216702,-0.004999998058234922,0.011666666666666714,0.01583333278695742,0.016088479161262496,dry_vent_strong_only_v1,dew_or_humidity,40
projected_low_reversal,0.0,0.0,0.0,0.0,0.0,0.0,dry_vent_strong_only_v1,dew_or_humidity,40
projected_energy_proxy,0.23666666174928352,0.18216666279981536,0.23666666174928352,0.23666666174928352,0.23666666174928352,0.23666666174928352,dry_vent_strong_only_v1,dew_or_humidity,40
prior_confidence_bonus,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,dry_vent_strong_only_v1,dew_or_humidity,40
risk_static_hold_penalty,0.0,0.0,0.0,0.0,0.0,0.0,dry_vent_strong_only_v1,dew_or_humidity,40
rewrite_penalty,0.0,0.0,0.0,0.0,0.0,0.0,dry_vent_strong_only_v1,dew_or_humidity,40
uncertainty_penalty,0.0,0.0,0.0,0.0,0.0,0.0,dry_vent_strong_only_v1,dew_or_humidity,40
final_score,0.1104583321039877,0.09203545518686562,0.09845833349187194,0.10108333322365104,0.10404583270935332,0.1104583321039877,dry_vent_strong_only_v1,dew_or_humidity,40
base_final_score,0.007875000100582952,0.003937500100582969,0.002625000100582975,0.003937500100582969,0.007875000100582952,0.007875000100582952,dry_vent_strong_only_v1,dry_or_high_vpd,8
raw_smoothness,0.017500000223517387,0.008750000223517435,0.005833333556850784,0.008750000223517435,0.017500000223517387,0.017500000223517387,dry_vent_strong_only_v1,dry_or_high_vpd,8
raw_low_reversal,0.0,0.0,0.0,0.0,0.0,0.0,dry_vent_strong_only_v1,dry_or_high_vpd,8
raw_energy_proxy,0.0,0.0,0.0,0.0,0.0,0.0,dry_vent_strong_only_v1,dry_or_high_vpd,8
projected_smoothness,0.017500000223517387,0.008750000223517435,0.005833333556850784,0.008750000223517435,0.017500000223517387,0.017500000223517387,dry_vent_strong_only_v1,dry_or_high_vpd,8
projected_low_reversal,0.0,0.0,0.0,0.0,0.0,0.0,dry_vent_strong_only_v1,dry_or_high_vpd,8
projected_energy_proxy,0.0,0.0,0.0,0.0,0.0,0.0,dry_vent_strong_only_v1,dry_or_high_vpd,8
prior_confidence_bonus,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,dry_vent_strong_only_v1,dry_or_high_vpd,8
risk_static_hold_penalty,0.0,0.0,0.0,0.0,0.0,0.0,dry_vent_strong_only_v1,dry_or_high_vpd,8
rewrite_penalty,0.0,0.0,0.0,0.0,0.0,0.0,dry_vent_strong_only_v1,dry_or_high_vpd,8
uncertainty_penalty,0.0,0.0,0.0,0.0,0.0,0.0,dry_vent_strong_only_v1,dry_or_high_vpd,8
final_score,0.063875000100583,0.05993750010058302,0.058625000100583025,0.05993750010058302,0.063875000100583,0.063875000100583,dry_vent_strong_only_v1,dry_or_high_vpd,8
base_final_score,0.0003749997317792353,0.0003749997317792353,0.0003749997317792353,0.0003749997317792353,0.0003749997317792353,0.0003749997317792353,dry_vent_strong_only_v1,dry_vent,25
raw_smoothness,0.0008333327372869181,0.0008333327372869181,0.0008333327372869181,0.0008333327372869181,0.0008333327372869181,0.0008333327372869181,dry_vent_strong_only_v1,dry_vent,25
raw_low_reversal,0.0,0.0,0.0,0.0,0.0,0.0,dry_vent_strong_only_v1,dry_vent,25
raw_energy_proxy,0.0,0.0,0.0,0.0,0.0,0.0,dry_vent_strong_only_v1,dry_vent,25
projected_smoothness,0.0008333327372869181,0.0008333327372869181,0.0008333327372869181,0.0008333327372869181,0.0008333327372869181,0.0008333327372869181,dry_vent_strong_only_v1,dry_vent,25
projected_low_reversal,0.0,0.0,0.0,0.0,0.0,0.0,dry_vent_strong_only_v1,dry_vent,25
projected_energy_proxy,0.0,0.0,0.0,0.0,0.0,0.0,dry_vent_strong_only_v1,dry_vent,25
prior_confidence_bonus,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,dry_vent_strong_only_v1,dry_vent,25
risk_static_hold_penalty,0.0,0.0,0.0,0.0,0.0,0.0,dry_vent_strong_only_v1,dry_vent,25
rewrite_penalty,0.0,0.0,0.0,0.0,0.0,0.0,dry_vent_strong_only_v1,dry_vent,25
uncertainty_penalty,0.0,0.0,0.0,0.0,0.0,0.0,dry_vent_strong_only_v1,dry_vent,25
final_score,0.056374999731779285,0.056374999731779285,0.056374999731779285,0.056374999731779285,0.056374999731779285,0.056374999731779285,dry_vent_strong_only_v1,dry_vent,25
base_final_score,0.05108333255102249,0.016590277457402863,0.0003749997317792353,0.049208332551022416,0.049208332551022416,0.049489582551022426,mixed_combo_specific_v1,canopy_dew_lt0,18
raw_smoothness,0.008333333780368268,0.0018055555721124149,0.0008333327372869181,0.0041666671137015054,0.0041666671137015054,0.004791667113701514,mixed_combo_specific_v1,canopy_dew_lt0,18
raw_low_reversal,0.0,0.0,0.0,0.0,0.0,0.0,mixed_combo_specific_v1,canopy_dew_lt0,18
raw_energy_proxy,0.23666666174928352,0.07888888724976117,0.0,0.23666666174928352,0.23666666174928352,0.23666666174928352,mixed_combo_specific_v1,canopy_dew_lt0,18
projected_smoothness,0.008333333780368268,0.0018055555721124149,0.0008333327372869181,0.0041666671137015054,0.0041666671137015054,0.004791667113701514,mixed_combo_specific_v1,canopy_dew_lt0,18
projected_low_reversal,0.0,0.0,0.0,0.0,0.0,0.0,mixed_combo_specific_v1,canopy_dew_lt0,18
projected_energy_proxy,0.23666666174928352,0.07888888724976117,0.0,0.23666666174928352,0.23666666174928352,0.23666666174928352,mixed_combo_specific_v1,canopy_dew_lt0,18
prior_confidence_bonus,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,mixed_combo_specific_v1,canopy_dew_lt0,18
risk_static_hold_penalty,0.0,0.0,0.0,0.0,0.0,0.0,mixed_combo_specific_v1,canopy_dew_lt0,18
rewrite_penalty,0.0,0.0,0.0,0.0,0.0,0.0,mixed_combo_specific_v1,canopy_dew_lt0,18
uncertainty_penalty,0.0,0.0,0.0,0.0,0.0,0.0,mixed_combo_specific_v1,canopy_dew_lt0,18
final_score,0.10708333255102254,0.07259027745740292,0.056374999731779285,0.10520833255102247,0.10520833255102247,0.10548958255102248,mixed_combo_specific_v1,canopy_dew_lt0,18
base_final_score,0.05445833210398765,0.03751835361762505,0.04508333322365099,0.04827083266381926,0.05108333255102249,0.05209583241691203,mixed_combo_specific_v1,dew_or_humidity,75
raw_smoothness,0.04416666666666669,0.001339552978902551,9.483543950139506e-10,0.008333333780368268,0.011666666666666714,0.01583333278695742,mixed_combo_specific_v1,dew_or_humidity,75
raw_low_reversal,0.0,0.0,0.0,0.0,0.0,0.0,mixed_combo_specific_v1,dew_or_humidity,75
raw_energy_proxy,0.23666666174928352,0.18457777388559451,0.23666666174928352,0.23666666174928352,0.23666666174928352,0.23666666174928352,mixed_combo_specific_v1,dew_or_humidity,75
projected_smoothness,0.04416666666666669,0.001339552978902551,9.483543950139506e-10,0.008333333780368268,0.011666666666666714,0.01583333278695742,mixed_combo_specific_v1,dew_or_humidity,75
projected_low_reversal,0.0,0.0,0.0,0.0,0.0,0.0,mixed_combo_specific_v1,dew_or_humidity,75
projected_energy_proxy,0.23666666174928352,0.18457777388559451,0.23666666174928352,0.23666666174928352,0.23666666174928352,0.23666666174928352,mixed_combo_specific_v1,dew_or_humidity,75
prior_confidence_bonus,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,mixed_combo_specific_v1,dew_or_humidity,75
risk_static_hold_penalty,0.0,0.0,0.0,0.0,0.0,0.0,mixed_combo_specific_v1,dew_or_humidity,75
rewrite_penalty,0.0,0.0,0.0,0.0,0.0,0.0,mixed_combo_specific_v1,dew_or_humidity,75
uncertainty_penalty,0.0,0.0,0.0,0.0,0.0,0.0,mixed_combo_specific_v1,dew_or_humidity,75
final_score,0.1104583321039877,0.0935183536176251,0.10108333322365104,0.10427083266381931,0.10708333255102254,0.10809583241691208,mixed_combo_specific_v1,dew_or_humidity,75
base_final_score,0.007875000100582952,0.003937500100582969,0.002625000100582975,0.003937500100582969,0.007875000100582952,0.007875000100582952,mixed_combo_specific_v1,dry_or_high_vpd,8
raw_smoothness,0.017500000223517387,0.008750000223517435,0.005833333556850784,0.008750000223517435,0.017500000223517387,0.017500000223517387,mixed_combo_specific_v1,dry_or_high_vpd,8
raw_low_reversal,0.0,0.0,0.0,0.0,0.0,0.0,mixed_combo_specific_v1,dry_or_high_vpd,8
raw_energy_proxy,0.0,0.0,0.0,0.0,0.0,0.0,mixed_combo_specific_v1,dry_or_high_vpd,8
projected_smoothness,0.017500000223517387,0.008750000223517435,0.005833333556850784,0.008750000223517435,0.017500000223517387,0.017500000223517387,mixed_combo_specific_v1,dry_or_high_vpd,8
projected_low_reversal,0.0,0.0,0.0,0.0,0.0,0.0,mixed_combo_specific_v1,dry_or_high_vpd,8
projected_energy_proxy,0.0,0.0,0.0,0.0,0.0,0.0,mixed_combo_specific_v1,dry_or_high_vpd,8
prior_confidence_bonus,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.055999999999999994,mixed_combo_specific_v1,dry_or_high_vpd,8
risk_static_hold_penalty,0.0,0.0,0.0,0.0,0.0,0.0,mixed_combo_specific_v1,dry_or_high_vpd,8
rewrite_penalty,0.0,0.0,0.0,0.0,0.0,0.0,mixed_combo_specific_v1,dry_or_high_vpd,8
uncertainty_penalty,0.0,0.0,0.0,0.0,0.0,0.0,mixed_combo_specific_v1,dry_or_high_vpd,8
final_score,0.063875000100583,0.05993750010058302,0.058625000100583025,0.05993750010058302,0.063875000100583,0.063875000100583,mixed_combo_specific_v1,dry_or_high_vpd,8
base_final_score,0.0003749997317792353,0.0003749997317792353,0.0003749997317792353,0.0003749997317792353,0.0003749997317792353,0.0003749997317792353,mixed_combo_specific_v1,dry_vent,25
raw_smoothness,0.0008333327372869181,0.0008333327372869181,0.0008333327372869181,0.0008333327372869181,0.0008333327372869181,0.0008333327372869181,mixed_combo_specific_v1,dry_vent,25
raw_low_reversal,0.0,0.0,0.0,0.0,0.0,0.0,mixed_combo_specific_v1,dry_vent,25
