hour_of_day,humidity_gate_valid,indoor_abs_humidity_g_m3,indoor_dew_point_c,inside_minus_outside_abs_humidity_g_m3,inside_minus_outside_dew_point_c,missing_humidity_gate_fields,outdoor_abs_humidity_g_m3,outdoor_dew_point_c,outside_air_dryer,resolved_risk_family,rh_air,rh_out,risk_combo_id,step,temp_air,temp_out,ventilation_allowed_after_warmup
0.5,True,14.245521604656528,16.840995365185485,0.17604076256028733,0.23311255549043608,[],14.06948084209624,16.60788280969505,False,dew_or_humidity,92.58786931608405,95.26608047189049,dew_or_humidity,674,18.060924926509564,17.373391952594847,False
0.75,True,14.267194475522006,16.86548398406141,0.18183903654903233,0.24120693360501377,[],14.085355438972973,16.624277050456396,False,dew_or_humidity,92.67612018113736,95.5161043656024,dew_or_humidity,675,18.070479614624617,17.34838956322283,False
1.0,True,14.288952424084854,16.890093964405185,0.18780527004201808,0.249533243888461,[],14.101147154042836,16.640560720516724,False,dew_or_humidity,92.75877066310281,95.76612825931527,dew_or_humidity,676,18.081128257053745,17.32338717385071,False
1.25,True,14.31075433794765,16.914843517009423,0.19303580636051088,0.2569985608912084,[],14.117718531587139,16.657844956118215,False,dew_or_humidity,92.82904656065256,96.00626116258852,dew_or_humidity,677,18.094048488566234,17.30113091983112,False
1.5,True,14.350395089658752,16.960994198053776,0.18958334734827353,0.2523293902322017,[],14.160811742310479,16.708664807821574,False,dew_or_humidity,92.83099865388861,95.99999999911543,dew_or_humidity,678,18.140283975468616,17.353235209786853,False
1.75,True,14.391857462264209,17.00901259837747,0.1886934446780053,0.25059029002668254,[],14.203164017586204,16.758422308350788,False,dew_or_humidity,92.84674549762383,95.9999999991163,dew_or_humidity,679,18.186036944497754,17.403239988531087,False
2.0,True,14.43353718746964,17.057131388943652,0.18791107950194252,0.24895162736923382,[],14.245626107967697,16.80817976157442,False,dew_or_humidity,92.86562306420952,95.99999999911716,dew_or_humidity,680,18.231352555476732,17.45324476727512,False
2.25,True,14.468902090559595,17.098029348802296,0.188700182317886,0.24915763878833275,[],14.28020190824171,16.848871710013963,False,dew_or_humidity,92.86492861151906,95.97142566587947,dew_or_humidity,681,18.272739857291146,17.49885638354956,False
2.5,True,14.28091780801175,16.88919291002934,0.2383028768995441,0.3074158137401817,[],14.042614931112206,16.58177709628916,False,dew_or_humidity,91.90013168878465,94.66864190379098,dew_or_humidity,682,18.22833216053167,17.446745675236606,False
2.75,True,14.07270467063226,16.655099055248083,0.2568318104072418,0.3319191705387823,[],13.815872860225019,16.3231798847093,False,dew_or_humidity,90.82369313370226,93.41852243522291,dew_or_humidity,683,18.17937283065497,17.396740896492368,False
4.0,True,13.360564570666902,15.800685487710664,0.3054429065232558,0.4061731150307768,[],13.055121664143646,15.394512372679888,False,dew_or_humidity,90.0705836727817,92.53283003248161,dew_or_humidity,688,17.446745408143432,16.610226512472146,False
4.25,True,13.265639536261057,15.679417930521963,0.307977057348058,0.4128330793006647,[],12.957662478912999,15.266584851221298,False,dew_or_humidity,90.40849689538456,92.99415621260526,dew_or_humidity,689,17.26468416720533,16.402922989186823,False
4.5,True,13.449411128215273,15.894480533434843,0.42637962587535405,0.5424771941217408,[],13.023031502339919,15.352003339313102,True,dew_or_humidity,91.67134408069776,92.73353721742556,dew_or_humidity,690,17.26278614970007,16.533231386791705,True
4.75,True,13.523017107695223,15.984431612750074,0.43716026690047016,0.5506658911987312,[],13.085856840794753,15.433765721551342,True,dew_or_humidity,91.7150111488141,92.48351332371993,dew_or_humidity,691,17.34615253662294,16.658243333651786,True
5.0,True,13.61659437658662,16.10076344959412,0.46780328378824976,0.5854169445973643,[],13.14879109279837,15.515346504996755,True,dew_or_humidity,91.50793929564624,92.23348943001274,dew_or_humidity,692,17.499524939429314,16.783255280512385,True
5.25,True,13.708771460121486,16.215638792801606,0.5056320255324263,0.6288738592926659,[],13.20313943458906,15.58676493350894,True,dew_or_humidity,91.20940666507661,91.89243100525528,dew_or_humidity,693,17.667482975942907,16.913805473466716,True
